pid,coauthor_pid,years
b/MichaelHBohlen,59/6952,2018
b/MichaelHBohlen,j/ChristianSJensen,2018
b/MichaelHBohlen,96/11411,2017
b/MichaelHBohlen,59/6952,2017
b/MichaelHBohlen,j/ChristianSJensen,2017
b/MichaelHBohlen,96/11411,2016
b/MichaelHBohlen,59/6952,2016
b/MichaelHBohlen,j/ChristianSJensen,2016
b/MichaelHBohlen,k/ChristophKoch,2015
b/MichaelHBohlen,71/5578,2015
b/MichaelHBohlen,59/6952,2014
b/MichaelHBohlen,96/11411,2014
b/MichaelHBohlen,76/3961,2013
b/MichaelHBohlen,59/6952,2013
b/MichaelHBohlen,k/ChristophKoch,2013
b/MichaelHBohlen,96/11411,2013
b/MichaelHBohlen,59/6952,2012
b/MichaelHBohlen,76/3961,2012
b/MichaelHBohlen,d/CEDyreson,2012
b/MichaelHBohlen,h/SvenHelmer,2012
b/MichaelHBohlen,96/11411,2012
b/MichaelHBohlen,59/6952,2011
b/MichaelHBohlen,76/3961,2011
b/MichaelHBohlen,b/DBarbosa,2011
b/MichaelHBohlen,09/3012,2011
b/MichaelHBohlen,76/3961,2010
b/MichaelHBohlen,59/6952,2010
b/MichaelHBohlen,b/DBarbosa,2010
b/MichaelHBohlen,59/6952,2009
b/MichaelHBohlen,j/ChristianSJensen,2009
b/MichaelHBohlen,59/6952,2008
b/MichaelHBohlen,j/ChristianSJensen,2008
b/MichaelHBohlen,76/3961,2008
b/MichaelHBohlen,d/CEDyreson,2008
b/MichaelHBohlen,k/NickKoudas,2007
b/MichaelHBohlen,s/DiveshSrivastava,2007
b/MichaelHBohlen,59/6952,2006
b/MichaelHBohlen,j/ChristianSJensen,2006
b/MichaelHBohlen,76/3961,2006
b/MichaelHBohlen,76/3961,2005
b/MichaelHBohlen,59/6952,2005
b/MichaelHBohlen,76/3961,2004
b/MichaelHBohlen,59/6952,2004
b/MichaelHBohlen,s/DiveshSrivastava,2003
b/MichaelHBohlen,j/ChristianSJensen,2003
b/MichaelHBohlen,s/DiveshSrivastava,2002
b/MichaelHBohlen,j/ChristianSJensen,2002
b/MichaelHBohlen,d/CEDyreson,2001
b/MichaelHBohlen,j/ChristianSJensen,2001
b/MichaelHBohlen,j/ChristianSJensen,2000
b/MichaelHBohlen,d/CEDyreson,1999
b/MichaelHBohlen,j/ChristianSJensen,1999
b/MichaelHBohlen,j/ChristianSJensen,1998
b/MichaelHBohlen,j/ChristianSJensen,1997
b/MichaelHBohlen,d/CEDyreson,1997
b/MichaelHBohlen,j/ChristianSJensen,1995
82/231,g/GoetzGraefe,2021
82/231,25/6583,2021
82/231,26/6037,2021
82/231,s/MichaelStonebraker,2021
82/231,36/2133,2021
82/231,96/8919,2021
82/231,m/SamuelMadden,2021
82/231,j/HVJagadish,2020
82/231,25/6583,2020
82/231,26/6037,2020
82/231,s/MichaelStonebraker,2020
82/231,36/2133,2020
82/231,96/8919,2020
82/231,m/SamuelMadden,2020
82/231,j/HVJagadish,2019
82/231,h/AlonYHalevy,2018
82/231,58/3771,2018
82/231,27/2143,2018
82/231,41/3679,2018
82/231,j/HVJagadish,2018
82/231,97/919-1,2017
82/231,r/ChristopherRe,2017
82/231,45/2495,2017
82/231,j/HVJagadish,2017
82/231,78/459-2,2016
82/231,j/HVJagadish,2016
82/231,45/2495,2016
82/231,i/IhabFIlyas,2016
82/231,26/6037,2016
82/231,r/ChristopherRe,2016
82/231,97/919-1,2016
82/231,r/ChristopherRe,2015
82/231,45/2495,2015
82/231,a/DivyakantAgrawal,2015
82/231,b/MagdalenaBalazinska,2015
82/231,26/6037,2015
82/231,r/ChristopherRe,2013
82/231,97/919-1,2013
82/231,j/HVJagadish,2012
82/231,h/AlonYHalevy,2011
82/231,r/ChristopherRe,2011
82/231,r/ChristopherRe,2010
82/231,h/AlonYHalevy,2009
82/231,a/DJAbadi,2009
82/231,k/DonaldKossmann,2009
82/231,m/SamuelMadden,2009
82/231,b/PhilipABernstein,2009
82/231,h/AlonYHalevy,2008
82/231,27/2143,2008
82/231,41/3679,2008
82/231,r/ChristopherRe,2007
82/231,s/DanSuciu,2007
82/231,s/DanSuciu,2006
31/3455,76/3961,2022
31/3455,f/JCFreytag,2021
31/3455,l/ChenLi1,2020
31/3455,m/SharadMehrotra,2020
31/3455,52/1382,2020
31/3455,l/ChenLi1,2018
31/3455,42/5855,2017
31/3455,l/ChenLi1,2017
31/3455,a/DJAbadi,2016
31/3455,a/AnastassiaAilamaki,2016
31/3455,b/MagdalenaBalazinska,2016
31/3455,b/PhilipABernstein,2016
31/3455,c/SurajitChaudhuri,2016
31/3455,d/AnHaiDoan,2016
31/3455,f/MJFranklin,2016
31/3455,g/JohannesGehrke,2016
31/3455,h/AlonYHalevy,2016
31/3455,j/HVJagadish,2016
31/3455,k/DonaldKossmann,2016
31/3455,m/SamuelMadden,2016
31/3455,m/SharadMehrotra,2016
31/3455,m/TovaMilo,2016
31/3455,n/JeffreyFNaughton,2016
31/3455,m/VMarkl,2016
31/3455,o/BengChinOoi,2016
31/3455,r/ChristopherRe,2016
31/3455,s/DanSuciu,2016
31/3455,s/MichaelStonebraker,2016
31/3455,52/1382,2016
31/3455,l/ChenLi1,2016
31/3455,52/1382,2015
31/3455,l/ChenLi1,2015
31/3455,l/ChenLi1,2014
31/3455,52/1382,2014
31/3455,a/DJAbadi,2014
31/3455,a/AnastassiaAilamaki,2014
31/3455,b/MagdalenaBalazinska,2014
31/3455,b/PhilipABernstein,2014
31/3455,c/SurajitChaudhuri,2014
31/3455,d/AnHaiDoan,2014
31/3455,f/MJFranklin,2014
31/3455,g/JohannesGehrke,2014
31/3455,h/AlonYHalevy,2014
31/3455,j/HVJagadish,2014
31/3455,k/DonaldKossmann,2014
31/3455,m/SamuelMadden,2014
31/3455,m/SharadMehrotra,2014
31/3455,m/TovaMilo,2014
31/3455,n/JeffreyFNaughton,2014
31/3455,m/VMarkl,2014
31/3455,o/BengChinOoi,2014
31/3455,r/ChristopherRe,2014
31/3455,s/DanSuciu,2014
31/3455,s/MichaelStonebraker,2014
31/3455,p/NeoklisPolyzotis,2014
31/3455,52/1382,2013
31/3455,p/NeoklisPolyzotis,2013
31/3455,89/6502,2013
31/3455,l/ChenLi1,2012
31/3455,52/1382,2012
31/3455,p/NeoklisPolyzotis,2012
31/3455,89/6502,2012
31/3455,l/ChenLi1,2011
31/3455,d/AlinDeutsch,2011
31/3455,p/YPapakonstantinou,2011
31/3455,a/FotoNAfrati,2011
31/3455,p/NeoklisPolyzotis,2011
31/3455,a/AnastassiaAilamaki,2011
31/3455,k/DonaldKossmann,2011
31/3455,m/VMarkl,2011
31/3455,a/DJAbadi,2010
31/3455,c/SurajitChaudhuri,2010
31/3455,a/FotoNAfrati,2010
31/3455,p/NeoklisPolyzotis,2010
31/3455,l/ChenLi1,2010
31/3455,h/AlonYHalevy,2010
31/3455,a/AnastassiaAilamaki,2009
31/3455,b/PhilipABernstein,2009
31/3455,c/SurajitChaudhuri,2009
31/3455,d/AnHaiDoan,2009
31/3455,f/MJFranklin,2009
31/3455,g/JohannesGehrke,2009
31/3455,h/AlonYHalevy,2009
31/3455,k/HenryFKorth,2009
31/3455,k/DonaldKossmann,2009
31/3455,m/SamuelMadden,2009
31/3455,o/BengChinOoi,2009
31/3455,s/MichaelStonebraker,2009
31/3455,w/GerhardWeikum,2009
31/3455,a/AnastassiaAilamaki,2008
31/3455,b/PhilipABernstein,2008
31/3455,c/SurajitChaudhuri,2008
31/3455,d/AnHaiDoan,2008
31/3455,f/MJFranklin,2008
31/3455,g/JohannesGehrke,2008
31/3455,h/AlonYHalevy,2008
31/3455,k/HenryFKorth,2008
31/3455,k/DonaldKossmann,2008
31/3455,m/SamuelMadden,2008
31/3455,o/BengChinOoi,2008
31/3455,s/MichaelStonebraker,2008
31/3455,w/GerhardWeikum,2008
31/3455,g/SGhandeharizadeh,2008
31/3455,g/TorstenGrust,2007
31/3455,k/DonaldKossmann,2006
31/3455,b/PhilipABernstein,2005
31/3455,f/MJFranklin,2005
31/3455,h/AlonYHalevy,2005
31/3455,n/JeffreyFNaughton,2005
31/3455,s/TimosKSellis,2005
31/3455,s/MichaelStonebraker,2005
31/3455,w/GerhardWeikum,2005
31/3455,f/JCFreytag,2004
31/3455,k/DonaldKossmann,2004
31/3455,f/MJFranklin,2004
31/3455,k/DonaldKossmann,2003
31/3455,b/PhilipABernstein,2003
31/3455,f/MJFranklin,2003
31/3455,h/AlonYHalevy,2003
31/3455,n/JeffreyFNaughton,2003
31/3455,s/TimosKSellis,2003
31/3455,s/MichaelStonebraker,2003
31/3455,w/GerhardWeikum,2003
31/3455,m/IoanaManolescu,2002
31/3455,m/IoanaManolescu,2001
31/3455,s/MichaelStonebraker,2000
31/3455,s/DanSuciu,2000
31/3455,i/ZacharyGIves,2000
31/3455,k/DonaldKossmann,1998
31/3455,k/DonaldKossmann,1997
31/3455,f/MJFranklin,1997
31/3455,n/JeffreyFNaughton,1997
31/3455,g/JohannesGehrke,1997
31/3455,n/JeffreyFNaughton,1994
31/3455,f/MJFranklin,1994
31/3455,n/JeffreyFNaughton,1993
31/3455,f/MJFranklin,1993
31/3455,f/MJFranklin,1992
31/3455,f/MJFranklin,1991
31/3455,g/GoetzGraefe,1991
31/3455,f/MJFranklin,1990
31/3455,s/MichaelStonebraker,1990
31/3455,b/PhilipABernstein,1990
31/3455,g/GoetzGraefe,1986
31/3455,g/GoetzGraefe,1984
31/3455,s/MichaelStonebraker,1984
31/3455,s/MichaelStonebraker,1982
f/MJFranklin,163/0545,2021
f/MJFranklin,75/9436,2021
f/MJFranklin,147/1189,2021
f/MJFranklin,131/4202,2020
f/MJFranklin,155/5478,2020
f/MJFranklin,117/3757,2020
f/MJFranklin,75/9436,2020
f/MJFranklin,147/1189,2020
f/MJFranklin,163/0545,2020
f/MJFranklin,155/5478,2019
f/MJFranklin,117/3757,2019
f/MJFranklin,75/9436,2019
f/MJFranklin,147/1189,2019
f/MJFranklin,163/0545,2019
f/MJFranklin,a/DJAbadi,2019
f/MJFranklin,a/AnastassiaAilamaki,2019
f/MJFranklin,47/8816,2019
f/MJFranklin,b/MagdalenaBalazinska,2019
f/MJFranklin,b/PhilipABernstein,2019
f/MJFranklin,b/PeterABoncz,2019
f/MJFranklin,c/SurajitChaudhuri,2019
f/MJFranklin,16/4915,2019
f/MJFranklin,d/AnHaiDoan,2019
f/MJFranklin,d/XinLunaDong,2019
f/MJFranklin,f/JulianaFreire,2019
f/MJFranklin,h/AlonYHalevy,2019
f/MJFranklin,i/StratosIdreos,2019
f/MJFranklin,k/DonaldKossmann,2019
f/MJFranklin,26/6037,2019
f/MJFranklin,m/VMarkl,2019
f/MJFranklin,m/TovaMilo,2019
f/MJFranklin,m/CMohan,2019
f/MJFranklin,o/BengChinOoi,2019
f/MJFranklin,o/FatmaOzcan,2019
f/MJFranklin,58/4127,2019
f/MJFranklin,91/275,2019
f/MJFranklin,r/ChristopherRe,2019
f/MJFranklin,s/MichaelStonebraker,2019
f/MJFranklin,s/DanSuciu,2019
f/MJFranklin,117/3757,2018
f/MJFranklin,75/9436,2018
f/MJFranklin,j/BjornTorJonsson1,2018
f/MJFranklin,87/8324,2018
f/MJFranklin,l/GuoliangLi,2017
f/MJFranklin,39/7183,2017
f/MJFranklin,160/1053,2017
f/MJFranklin,h/BillHowe,2017
f/MJFranklin,26/6037,2017
f/MJFranklin,j/BjornTorJonsson1,2017
f/MJFranklin,s/IonStoica,2017
f/MJFranklin,147/1189,2017
f/MJFranklin,41/3679,2017
f/MJFranklin,26/6037,2016
f/MJFranklin,a/DJAbadi,2016
f/MJFranklin,a/AnastassiaAilamaki,2016
f/MJFranklin,b/MagdalenaBalazinska,2016
f/MJFranklin,b/PhilipABernstein,2016
f/MJFranklin,31/3455,2016
f/MJFranklin,c/SurajitChaudhuri,2016
f/MJFranklin,d/AnHaiDoan,2016
f/MJFranklin,g/JohannesGehrke,2016
f/MJFranklin,h/AlonYHalevy,2016
f/MJFranklin,j/HVJagadish,2016
f/MJFranklin,k/DonaldKossmann,2016
f/MJFranklin,m/SamuelMadden,2016
f/MJFranklin,m/SharadMehrotra,2016
f/MJFranklin,m/TovaMilo,2016
f/MJFranklin,n/JeffreyFNaughton,2016
f/MJFranklin,m/VMarkl,2016
f/MJFranklin,o/BengChinOoi,2016
f/MJFranklin,r/ChristopherRe,2016
f/MJFranklin,s/DanSuciu,2016
f/MJFranklin,s/MichaelStonebraker,2016
f/MJFranklin,36/2133,2016
f/MJFranklin,s/IonStoica,2016
f/MJFranklin,147/1189,2016
f/MJFranklin,39/7183,2016
f/MJFranklin,41/3679,2016
f/MJFranklin,l/GuoliangLi,2016
f/MJFranklin,160/1053,2016
f/MJFranklin,147/1189,2015
f/MJFranklin,39/7183,2015
f/MJFranklin,26/6037,2015
f/MJFranklin,m/TovaMilo,2015
f/MJFranklin,41/3679,2015
f/MJFranklin,47/8816,2015
f/MJFranklin,s/IonStoica,2015
f/MJFranklin,36/2133,2015
f/MJFranklin,47/8816,2014
f/MJFranklin,s/IonStoica,2014
f/MJFranklin,147/1189,2014
f/MJFranklin,45/2495,2014
f/MJFranklin,m/SamuelMadden,2014
f/MJFranklin,a/DJAbadi,2014
f/MJFranklin,a/AnastassiaAilamaki,2014
f/MJFranklin,b/MagdalenaBalazinska,2014
f/MJFranklin,b/PhilipABernstein,2014
f/MJFranklin,31/3455,2014
f/MJFranklin,c/SurajitChaudhuri,2014
f/MJFranklin,d/AnHaiDoan,2014
f/MJFranklin,g/JohannesGehrke,2014
f/MJFranklin,h/AlonYHalevy,2014
f/MJFranklin,j/HVJagadish,2014
f/MJFranklin,k/DonaldKossmann,2014
f/MJFranklin,m/SharadMehrotra,2014
f/MJFranklin,m/TovaMilo,2014
f/MJFranklin,n/JeffreyFNaughton,2014
f/MJFranklin,m/VMarkl,2014
f/MJFranklin,o/BengChinOoi,2014
f/MJFranklin,r/ChristopherRe,2014
f/MJFranklin,s/DanSuciu,2014
f/MJFranklin,s/MichaelStonebraker,2014
f/MJFranklin,39/7183,2014
f/MJFranklin,26/6037,2014
f/MJFranklin,p/LucianPopa,2014
f/MJFranklin,r/LouiqaRaschid,2014
f/MJFranklin,h/BillHowe,2014
f/MJFranklin,f/JulianaFreire,2014
f/MJFranklin,l/GuoliangLi,2014
f/MJFranklin,43/6576,2014
f/MJFranklin,26/6037,2013
f/MJFranklin,m/SamuelMadden,2013
f/MJFranklin,s/IonStoica,2013
f/MJFranklin,36/2133,2013
f/MJFranklin,39/7183,2013
f/MJFranklin,l/GuoliangLi,2013
f/MJFranklin,43/6576,2013
f/MJFranklin,47/8816,2013
f/MJFranklin,47/8816,2012
f/MJFranklin,s/IonStoica,2012
f/MJFranklin,39/7183,2012
f/MJFranklin,26/6037,2012
f/MJFranklin,43/6576,2012
f/MJFranklin,36/2133,2012
f/MJFranklin,l/WLehner,2012
f/MJFranklin,m/SamuelMadden,2012
f/MJFranklin,45/2495,2012
f/MJFranklin,k/DonaldKossmann,2011
f/MJFranklin,26/6037,2011
f/MJFranklin,m/SamuelMadden,2011
f/MJFranklin,d/AnHaiDoan,2011
f/MJFranklin,36/2133,2011
f/MJFranklin,27/2143,2011
f/MJFranklin,g/MinosNGarofalakis,2011
f/MJFranklin,27/2143,2010
f/MJFranklin,g/MinosNGarofalakis,2010
f/MJFranklin,36/2133,2010
f/MJFranklin,s/IonStoica,2010
f/MJFranklin,d/AnHaiDoan,2010
f/MJFranklin,k/NickKoudas,2010
f/MJFranklin,a/AnastassiaAilamaki,2009
f/MJFranklin,b/PhilipABernstein,2009
f/MJFranklin,31/3455,2009
f/MJFranklin,c/SurajitChaudhuri,2009
f/MJFranklin,d/AnHaiDoan,2009
f/MJFranklin,g/JohannesGehrke,2009
f/MJFranklin,h/AlonYHalevy,2009
f/MJFranklin,k/HenryFKorth,2009
f/MJFranklin,k/DonaldKossmann,2009
f/MJFranklin,m/SamuelMadden,2009
f/MJFranklin,o/BengChinOoi,2009
f/MJFranklin,s/MichaelStonebraker,2009
f/MJFranklin,w/GerhardWeikum,2009
f/MJFranklin,27/2143,2009
f/MJFranklin,d/XinLunaDong,2009
f/MJFranklin,h/AlonYHalevy,2008
f/MJFranklin,a/AnastassiaAilamaki,2008
f/MJFranklin,b/PhilipABernstein,2008
f/MJFranklin,31/3455,2008
f/MJFranklin,c/SurajitChaudhuri,2008
f/MJFranklin,d/AnHaiDoan,2008
f/MJFranklin,g/JohannesGehrke,2008
f/MJFranklin,k/HenryFKorth,2008
f/MJFranklin,k/DonaldKossmann,2008
f/MJFranklin,m/SamuelMadden,2008
f/MJFranklin,o/BengChinOoi,2008
f/MJFranklin,s/MichaelStonebraker,2008
f/MJFranklin,w/GerhardWeikum,2008
f/MJFranklin,g/MinosNGarofalakis,2008
f/MJFranklin,m/SamuelMadden,2007
f/MJFranklin,b/MagdalenaBalazinska,2007
f/MJFranklin,d/AmolDeshpande,2007
f/MJFranklin,s/IonStoica,2007
f/MJFranklin,g/MinosNGarofalakis,2006
f/MJFranklin,27/2143,2006
f/MJFranklin,41/3679,2006
f/MJFranklin,j/BjornTorJonsson1,2006
f/MJFranklin,s/DiveshSrivastava,2006
f/MJFranklin,h/AlonYHalevy,2006
f/MJFranklin,a/GustavoAlonso,2006
f/MJFranklin,b/PhilipABernstein,2005
f/MJFranklin,31/3455,2005
f/MJFranklin,h/AlonYHalevy,2005
f/MJFranklin,n/JeffreyFNaughton,2005
f/MJFranklin,s/TimosKSellis,2005
f/MJFranklin,s/MichaelStonebraker,2005
f/MJFranklin,w/GerhardWeikum,2005
f/MJFranklin,m/SamuelMadden,2005
f/MJFranklin,41/3679,2005
f/MJFranklin,w/GerhardWeikum,2004
f/MJFranklin,b/PhilipABernstein,2004
f/MJFranklin,h/AlonYHalevy,2004
f/MJFranklin,a/AnastassiaAilamaki,2004
f/MJFranklin,i/ZacharyGIves,2004
f/MJFranklin,41/3679,2004
f/MJFranklin,k/DonaldKossmann,2004
f/MJFranklin,31/3455,2004
f/MJFranklin,d/AmolDeshpande,2003
f/MJFranklin,m/SamuelMadden,2003
f/MJFranklin,c/UgurCetintemel,2003
f/MJFranklin,r/VijayshankarRaman,2003
f/MJFranklin,a/WGAref,2003
f/MJFranklin,w/GerhardWeikum,2003
f/MJFranklin,c/SurajitChaudhuri,2003
f/MJFranklin,b/PhilipABernstein,2003
f/MJFranklin,31/3455,2003
f/MJFranklin,h/AlonYHalevy,2003
f/MJFranklin,n/JeffreyFNaughton,2003
f/MJFranklin,s/TimosKSellis,2003
f/MJFranklin,s/MichaelStonebraker,2003
f/MJFranklin,m/SamuelMadden,2002
f/MJFranklin,m/SamuelMadden,2001
f/MJFranklin,c/UgurCetintemel,2001
f/MJFranklin,d/AmolDeshpande,2000
f/MJFranklin,m/SamuelMadden,2000
f/MJFranklin,r/VijayshankarRaman,2000
f/MJFranklin,k/DonaldKossmann,2000
f/MJFranklin,c/UgurCetintemel,2000
f/MJFranklin,r/KARoss,1999
f/MJFranklin,s/TimosKSellis,1999
f/MJFranklin,b/PhilipABernstein,1998
f/MJFranklin,j/HVJagadish,1998
f/MJFranklin,n/JeffreyFNaughton,1998
f/MJFranklin,s/MichaelStonebraker,1998
f/MJFranklin,c/UgurCetintemel,1998
f/MJFranklin,j/BjornTorJonsson1,1998
f/MJFranklin,s/DiveshSrivastava,1998
f/MJFranklin,b/PBonnet,1997
f/MJFranklin,31/3455,1997
f/MJFranklin,j/BjornTorJonsson1,1996
f/MJFranklin,k/DonaldKossmann,1996
f/MJFranklin,s/DiveshSrivastava,1996
f/MJFranklin,31/3455,1994
f/MJFranklin,n/JeffreyFNaughton,1994
f/MJFranklin,31/3455,1993
f/MJFranklin,31/3455,1992
f/MJFranklin,31/3455,1991
f/MJFranklin,31/3455,1990
f/MJFranklin,w/GerhardWeikum,1990
73/6114,89/6071,2022
73/6114,89/6071,2021
73/6114,89/6071,2018
73/6114,s/KaiUweSattler,2018
73/6114,b/MarcoBrambilla,2010
73/6114,14/6896,2010
73/6114,p/NWPaton,2010
73/6114,b/MarcoBrambilla,2009
10/5842,j/ChrisJermaine,2020
10/5842,j/ChrisJermaine,2019
10/5842,j/ChrisJermaine,2018
10/5842,j/ChrisJermaine,2017
10/5842,38/8707,2015
10/5842,i/IhabFIlyas,2015
10/5842,s/MichaelStonebraker,2015
10/5842,p/PaoloPapotti,2015
10/5842,o/MouradOuzzani,2015
10/5842,s/MichaelStonebraker,2014
10/5842,p/LucianPopa,2009
10/5842,56/451,2008
10/5842,p/LucianPopa,2008
10/5842,66/3027,2008
10/5842,b/PhilipABernstein,2008
10/5842,b/PhilipABernstein,2006
80/3560,g/AristidesGionis,2022
80/3560,b/FBonchi,2022
80/3560,g/AristidesGionis,2021
80/3560,143/0258-1,2021
80/3560,t/KianLeeTan,2021
80/3560,143/0258-1,2020
80/3560,t/KianLeeTan,2020
80/3560,g/AristidesGionis,2019
80/3560,g/AristidesGionis,2018
80/3560,117/4298,2018
80/3560,g/AristidesGionis,2017
80/3560,19/4428,2017
80/3560,117/4298,2017
80/3560,117/4298,2016
80/3560,g/AristidesGionis,2016
80/3560,g/AristidesGionis,2015
80/3560,117/4298,2015
80/3560,b/FBonchi,2011
80/3560,g/AristidesGionis,2011
80/3560,k/NickKoudas,2010
80/3560,k/NickKoudas,2009
80/3560,19/4428,2006
80/3560,s/TimosKSellis,2006
20/9709,b/ABonifati,2021
20/9709,n/FelixNaumann,2021
20/9709,s/KennethSalem,2020
20/9709,s/KennethSalem,2018
20/9709,s/KennethSalem,2017
20/9709,d/KhuzaimaDaudjee,2017
20/9709,s/KennethSalem,2016
119/7671,g/JohannesGehrke,2012
s/MichaelStonebraker,26/6037,2021
s/MichaelStonebraker,99/6349,2021
s/MichaelStonebraker,37/3024,2021
s/MichaelStonebraker,r/ChristopherRe,2021
s/MichaelStonebraker,126/6015,2021
s/MichaelStonebraker,96/8919,2021
s/MichaelStonebraker,o/MouradOuzzani,2021
s/MichaelStonebraker,a/WGAref,2021
s/MichaelStonebraker,29/11192,2021
s/MichaelStonebraker,82/231,2021
s/MichaelStonebraker,g/GoetzGraefe,2021
s/MichaelStonebraker,25/6583,2021
s/MichaelStonebraker,36/2133,2021
s/MichaelStonebraker,91/7584,2021
s/MichaelStonebraker,121/4198,2020
s/MichaelStonebraker,27/104-1,2020
s/MichaelStonebraker,o/MouradOuzzani,2020
s/MichaelStonebraker,25/7045-12,2020
s/MichaelStonebraker,96/8919,2020
s/MichaelStonebraker,t/NesimeTatbul,2020
s/MichaelStonebraker,m/SamuelMadden,2020
s/MichaelStonebraker,47/8816,2020
s/MichaelStonebraker,b/MagdalenaBalazinska,2020
s/MichaelStonebraker,d/XinLunaDong,2020
s/MichaelStonebraker,f/JulianaFreire,2020
s/MichaelStonebraker,26/6037,2020
s/MichaelStonebraker,91/7584,2020
s/MichaelStonebraker,151/8293,2020
s/MichaelStonebraker,82/231,2020
s/MichaelStonebraker,25/6583,2020
s/MichaelStonebraker,36/2133,2020
s/MichaelStonebraker,i/StratosIdreos,2020
s/MichaelStonebraker,l/GuoliangLi,2020
s/MichaelStonebraker,57/7247,2020
s/MichaelStonebraker,c/PKChrysanthis,2020
s/MichaelStonebraker,44/2379,2020
s/MichaelStonebraker,s/MohamedASharaf,2020
s/MichaelStonebraker,126/6015,2020
s/MichaelStonebraker,c/SurajitChaudhuri,2020
s/MichaelStonebraker,a/AnastassiaAilamaki,2020
s/MichaelStonebraker,91/7584,2019
s/MichaelStonebraker,74/20,2019
s/MichaelStonebraker,96/8919,2019
s/MichaelStonebraker,126/6015,2019
s/MichaelStonebraker,26/6037,2019
s/MichaelStonebraker,151/8293,2019
s/MichaelStonebraker,m/SamuelMadden,2019
s/MichaelStonebraker,o/MouradOuzzani,2019
s/MichaelStonebraker,27/104-1,2019
s/MichaelStonebraker,a/DJAbadi,2019
s/MichaelStonebraker,a/AnastassiaAilamaki,2019
s/MichaelStonebraker,47/8816,2019
s/MichaelStonebraker,b/MagdalenaBalazinska,2019
s/MichaelStonebraker,b/PhilipABernstein,2019
s/MichaelStonebraker,b/PeterABoncz,2019
s/MichaelStonebraker,c/SurajitChaudhuri,2019
s/MichaelStonebraker,16/4915,2019
s/MichaelStonebraker,d/AnHaiDoan,2019
s/MichaelStonebraker,d/XinLunaDong,2019
s/MichaelStonebraker,f/MJFranklin,2019
s/MichaelStonebraker,f/JulianaFreire,2019
s/MichaelStonebraker,h/AlonYHalevy,2019
s/MichaelStonebraker,i/StratosIdreos,2019
s/MichaelStonebraker,k/DonaldKossmann,2019
s/MichaelStonebraker,m/VMarkl,2019
s/MichaelStonebraker,m/TovaMilo,2019
s/MichaelStonebraker,m/CMohan,2019
s/MichaelStonebraker,o/BengChinOoi,2019
s/MichaelStonebraker,o/FatmaOzcan,2019
s/MichaelStonebraker,58/4127,2019
s/MichaelStonebraker,91/275,2019
s/MichaelStonebraker,r/ChristopherRe,2019
s/MichaelStonebraker,s/DanSuciu,2019
s/MichaelStonebraker,71/8700-1,2019
s/MichaelStonebraker,38/8707,2019
s/MichaelStonebraker,i/IhabFIlyas,2019
s/MichaelStonebraker,l/GuoliangLi,2019
s/MichaelStonebraker,189/2405,2019
s/MichaelStonebraker,a/WGAref,2019
s/MichaelStonebraker,131/4202,2019
s/MichaelStonebraker,121/4198,2019
s/MichaelStonebraker,25/7045-12,2019
s/MichaelStonebraker,c/UgurCetintemel,2019
s/MichaelStonebraker,80/4976,2019
s/MichaelStonebraker,i/IhabFIlyas,2018
s/MichaelStonebraker,91/7584,2018
s/MichaelStonebraker,25/6583,2018
s/MichaelStonebraker,m/SamuelMadden,2018
s/MichaelStonebraker,131/4202,2018
s/MichaelStonebraker,m/EssamMansour,2018
s/MichaelStonebraker,121/4198,2018
s/MichaelStonebraker,o/MouradOuzzani,2018
s/MichaelStonebraker,27/104-1,2018
s/MichaelStonebraker,38/8707,2018
s/MichaelStonebraker,71/8700-1,2018
s/MichaelStonebraker,147/1198,2018
s/MichaelStonebraker,126/6015,2018
s/MichaelStonebraker,26/6037,2018
s/MichaelStonebraker,c/UgurCetintemel,2018
s/MichaelStonebraker,131/4202,2017
s/MichaelStonebraker,71/8700-1,2017
s/MichaelStonebraker,154/0932,2017
s/MichaelStonebraker,58/4127,2017
s/MichaelStonebraker,m/SamuelMadden,2017
s/MichaelStonebraker,38/8707,2017
s/MichaelStonebraker,i/IhabFIlyas,2017
s/MichaelStonebraker,o/MouradOuzzani,2017
s/MichaelStonebraker,27/104-1,2017
s/MichaelStonebraker,91/7584,2017
s/MichaelStonebraker,75/9436,2017
s/MichaelStonebraker,25/6583,2017
s/MichaelStonebraker,43/2286,2017
s/MichaelStonebraker,m/EssamMansour,2017
s/MichaelStonebraker,121/4198,2017
s/MichaelStonebraker,a/DJAbadi,2016
s/MichaelStonebraker,a/AnastassiaAilamaki,2016
s/MichaelStonebraker,b/MagdalenaBalazinska,2016
s/MichaelStonebraker,b/PhilipABernstein,2016
s/MichaelStonebraker,31/3455,2016
s/MichaelStonebraker,c/SurajitChaudhuri,2016
s/MichaelStonebraker,d/AnHaiDoan,2016
s/MichaelStonebraker,f/MJFranklin,2016
s/MichaelStonebraker,g/JohannesGehrke,2016
s/MichaelStonebraker,h/AlonYHalevy,2016
s/MichaelStonebraker,j/HVJagadish,2016
s/MichaelStonebraker,k/DonaldKossmann,2016
s/MichaelStonebraker,m/SamuelMadden,2016
s/MichaelStonebraker,m/SharadMehrotra,2016
s/MichaelStonebraker,m/TovaMilo,2016
s/MichaelStonebraker,n/JeffreyFNaughton,2016
s/MichaelStonebraker,m/VMarkl,2016
s/MichaelStonebraker,o/BengChinOoi,2016
s/MichaelStonebraker,r/ChristopherRe,2016
